Rank,Word,Part of speech,Frequency,Dispersion
876,since,Preposition,45591,0.94
877,claim,Verb,44259,0.97
878,note,Noun,44720,0.96
879,remove,Verb,44683,0.96
880,manager,Noun,46187,0.93
881,help,Noun,43721,0.98
882,close,Adjective,43568,0.98
883,sound,Verb,45311,0.94
884,enjoy,Verb,44020,0.97
885,network,Noun,45122,0.94
886,legal,Adjective,44820,0.95
887,religious,Adjective,46425,0.91
888,cold,Adjective,44649,0.95
889,form,Verb,44646,0.95
890,final,Adjective,43589,0.97
891,main,Adjective,43707,0.97
892,science,Noun,45726,0.92
893,green,Adjective,44673,0.94
894,memory,Noun,43531,0.97
895,card,Noun,43605,0.96
896,above,Preposition,44130,0.95
897,seat,Noun,44404,0.95
898,cell,Noun,44831,0.94
899,establish,Verb,45921,0.91
900,nice,Adjective,44792,0.93
901,trial,Noun,44489,0.94
902,expert,Noun,43898,0.95
903,that,Adverb,43359,0.96
904,spring,Noun,44085,0.95
905,firm,Noun,44704,0.93
906,Democrat,Noun,46905,0.88
907,radio,Noun,43156,0.96
908,visit,Verb,42941,0.96
909,management,Noun,45112,0.92
910,care,Verb,42978,0.96
911,avoid,Verb,42890,0.96
912,imagine,Verb,43487,0.95
913,tonight,Adverb,47549,0.87
914,huge,Adjective,42582,0.96
915,ball,Noun,43512,0.94
916,no,Exclamation,44951,0.91
917,close,Adverb,42826,0.95
918,finish,Verb,43143,0.95
919,yourself,Pronoun,43401,0.94
920,talk,Noun,43267,0.94
921,theory,Noun,45553,0.9
922,impact,Noun,43782,0.93
923,respond,Verb,42139,0.96
924,statement,Noun,42941,0.94
925,maintain,Verb,43493,0.93
926,charge,Noun,42353,0.95
927,popular,Adjective,42399,0.95
928,traditional,Adjective,43681,0.92
929,onto,Preposition,43538,0.92
930,reveal,Verb,42605,0.94
931,direction,Noun,41280,0.97
932,weapon,Noun,43158,0.93
933,employee,Noun,42824,0.93
934,cultural,Adjective,45673,0.87
935,contain,Verb,42542,0.94
936,peace,Noun,42273,0.94
937,head,Verb,41658,0.95
938,control,Verb,41771,0.95
939,base,Noun,41154,0.96
940,pain,Noun,41350,0.96
941,apply,Verb,42391,0.93
942,play,Noun,41662,0.95
943,measure,Noun,43938,0.9
944,wide,Adjective,41233,0.96
945,shake,Verb,45160,0.87
946,fly,Verb,41373,0.95
947,interview,Noun,41594,0.95
948,manage,Verb,40536,0.97
949,chair,Noun,43256,0.91
950,fish,Noun,41488,0.95
951,particular,Adjective,42291,0.93
952,camera,Noun,41218,0.95
953,structure,Noun,43638,0.9
954,politics,Noun,41758,0.94
955,perform,Verb,41667,0.94
956,bit,Noun,41915,0.93
957,weight,Noun,41919,0.93
958,suddenly,Adverb,43382,0.9
959,discover,Verb,40489,0.97
960,candidate,Noun,43251,0.9
961,top,Adjective,41484,0.94
962,production,Noun,42052,0.93
963,treat,Verb,40264,0.97
964,trip,Noun,40423,0.96
965,evening,Noun,40881,0.95
966,affect,Verb,41496,0.93
967,inside,Preposition,40856,0.95
968,conference,Noun,40643,0.95
969,unit,Noun,41087,0.94
970,best,Adverb,39959,0.97
971,style,Noun,40889,0.94
972,adult,Noun,40705,0.95
973,worry,Verb,40210,0.96
974,range,Noun,41326,0.93
975,mention,Verb,39815,0.97
976,rather,Preposition,41558,0.93
977,far,Adjective,39967,0.96
978,deep,Adjective,40126,0.96
979,past,Noun,39559,0.97
980,edge,Noun,40960,0.94
981,individual,Adjective,42325,0.9
982,specific,Adjective,42397,0.9
983,writer,Noun,39666,0.96
984,trouble,Noun,39659,0.96
985,necessary,Adjective,40776,0.93
986,throughout,Preposition,40170,0.95
987,challenge,Noun,40380,0.94
988,fear,Noun,38857,0.98
989,shoulder,Noun,42843,0.89
990,institution,Noun,42153,0.9
991,middle,Adjective,40402,0.94
992,sea,Noun,39516,0.96
993,dream,Noun,39613,0.96
994,bar,Noun,39853,0.95
995,beautiful,Adjective,40052,0.94
996,property,Noun,40027,0.94
997,instead,Adverb,39051,0.97
998,improve,Verb,40214,0.94
999,stuff,Noun,40180,0.94
1000,detail,Noun,38750,0.97
1001,method,Noun,42667,0.88
1002,sign,Verb,39418,0.95
1003,somebody,Pronoun,41639,0.9
1004,magazine,Noun,39197,0.96
1005,hotel,Noun,39642,0.95
1006,soldier,Noun,39552,0.95
1007,reflect,Verb,40687,0.92
1008,heavy,Adjective,39160,0.96
1009,sexual,Adjective,41865,0.89
1010,cause,Noun,38843,0.96
1011,bag,Noun,40007,0.93
1012,heat,Noun,40363,0.92
1013,fall,Noun,38822,0.96
1014,marriage,Noun,38517,0.96
1015,tough,Adjective,39600,0.94
1016,sing,Verb,38575,0.96
1017,surface,Noun,39367,0.94
1018,purpose,Noun,40084,0.92
1019,exist,Verb,39341,0.94
1020,pattern,Noun,40397,0.91
1021,whom,Pronoun,37950,0.97
1022,skin,Noun,39893,0.92
1023,agent,Noun,38265,0.96
1024,owner,Noun,39492,0.93
1025,machine,Noun,38407,0.96
1026,gas,Noun,38194,0.96
1027,down,Preposition,39633,0.93
1028,ahead,Adverb,39705,0.92
1029,generation,Noun,38323,0.96
1030,commercial,Adjective,40608,0.9
1031,address,Verb,39774,0.92
1032,cancer,Noun,39407,0.93
1033,test,Verb,38644,0.95
1034,item,Noun,40336,0.91
1035,reality,Noun,38397,0.95
1036,coach,Noun,40716,0.9
1037,step,Verb,39356,0.93
1038,Mrs,Noun,40545,0.9
1039,yard,Noun,39253,0.93
1040,beat,Verb,38268,0.95
1041,violence,Noun,38474,0.94
1042,total,Adjective,38798,0.93
1043,tend,Verb,38295,0.94
1044,investment,Noun,38810,0.93
1045,discussion,Noun,39616,0.91
1046,finger,Noun,40842,0.88
1047,garden,Noun,38800,0.93
1048,notice,Verb,38910,0.92
1049,collection,Noun,38431,0.93
1050,modern,Adjective,38372,0.93
1051,task,Noun,39209,0.91
1052,partner,Noun,37540,0.95
1053,positive,Adjective,39310,0.91
1054,civil,Adjective,37742,0.95
1055,kitchen,Noun,39332,0.91
1056,consumer,Noun,38079,0.94
1057,shot,Noun,37505,0.95
1058,budget,Noun,39165,0.91
1059,wish,Verb,37532,0.95
1060,painting,Noun,39264,0.91
1061,scientist,Noun,37700,0.94
1062,safe,Adjective,36547,0.97
1063,agreement,Noun,38141,0.93
1064,capital,Noun,37443,0.95
1065,mouth,Noun,40200,0.88
1066,nor,Conjunction,37230,0.95
1067,victim,Noun,36878,0.96
1068,newspaper,Noun,37522,0.94
1069,instead,Preposition,36247,0.97
1070,threat,Noun,37022,0.95
1071,responsibility,Noun,37084,0.95
1072,smile,Verb,41473,0.85
1073,attorney,Noun,37959,0.92
1074,score,Noun,39294,0.89
1075,account,Noun,36786,0.95
1076,interesting,Adjective,37473,0.93
1077,break,Noun,40348,0.86
1078,audience,Noun,36227,0.96
1079,rich,Adjective,35940,0.97
1080,dinner,Noun,37156,0.94
1081,figure,Verb,36137,0.96
1082,vote,Noun,39464,0.88
1083,western,Adjective,37389,0.93
1084,relate,Verb,39143,0.89
1085,travel,Verb,35746,0.97
1086,debate,Noun,37228,0.93
1087,prevent,Verb,36421,0.95
1088,citizen,Noun,36408,0.95
1089,majority,Noun,36758,0.94
1090,none,Pronoun,35359,0.98
1091,front,Preposition,37363,0.92
1092,born,Verb,35352,0.97
1093,admit,Verb,35143,0.97
1094,senior,Adjective,36598,0.93
1095,assume,Verb,35960,0.95
1096,wind,Noun,36478,0.94
1097,key,Adjective,36056,0.95
1098,professional,Adjective,36319,0.93
1099,mission,Noun,35217,0.96
1100,fast,Adverb,35474,0.95
1101,alone,Adverb,34982,0.96
1102,customer,Noun,36000,0.94
1103,suffer,Verb,34675,0.97
1104,speech,Noun,35504,0.95
1105,successful,Adjective,35459,0.95
1106,option,Noun,35434,0.95
1107,participant,Noun,41462,0.81
1108,southern,Adjective,35314,0.95
1109,fresh,Adjective,35974,0.93
1110,eventually,Adverb,34534,0.97
1111,no,Pronoun,35016,0.96
1112,forest,Noun,35429,0.94
1113,video,Noun,35230,0.95
1114,global,Adjective,36381,0.92
1115,Senate,Noun,36809,0.91
1116,reform,Noun,36103,0.92
1117,access,Noun,35310,0.94
1118,restaurant,Noun,35898,0.93
1119,judge,Noun,35464,0.94
1120,publish,Verb,35062,0.95
1121,cost,Verb,34941,0.95
1122,relation,Noun,36963,0.89
1123,like,Conjunction,35636,0.93
1124,release,Verb,34301,0.96
1125,own,Verb,34577,0.95
1126,bird,Noun,34835,0.94
1127,opinion,Noun,34501,0.95
1128,credit,Noun,34578,0.95
1129,critical,Adjective,35824,0.92
1130,corner,Noun,35496,0.93
1131,concerned,Adjective,34331,0.96
1132,recall,Verb,34442,0.95
1133,version,Noun,34456,0.95
1134,stare,Verb,39266,0.83
1135,safety,Noun,34188,0.96
1136,effective,Adjective,35851,0.91
1137,neighborhood,Noun,34691,0.94
1138,original,Adjective,34368,0.95
1139,act,Noun,34104,0.96
1140,troop,Noun,36001,0.91
1141,income,Noun,34925,0.93
1142,directly,Adverb,34090,0.96
1143,hurt,Verb,34445,0.94
1144,species,Noun,35804,0.91
1145,immediately,Adverb,33067,0.98
1146,track,Noun,33788,0.96
1147,basic,Adjective,34788,0.93
1148,strike,Verb,33238,0.97
1149,hope,Noun,33019,0.98
1150,sky,Noun,35141,0.92
1151,freedom,Noun,34174,0.94
1152,absolutely,Adverb,36740,0.88
1153,plane,Noun,33900,0.95
1154,nobody,Pronoun,34280,0.94
1155,achieve,Verb,35166,0.92
1156,object,Noun,35040,0.92
1157,attitude,Noun,35437,0.91
1158,labor,Noun,34400,0.93
1159,refer,Verb,34317,0.94
1160,concept,Noun,35944,0.89
1161,client,Noun,34027,0.94
1162,powerful,Adjective,33151,0.97
1163,perfect,Adjective,33456,0.96
1164,nine,Measure,32967,0.97
1165,therefore,Adverb,35842,0.89
1166,conduct,Verb,34909,0.91
1167,announce,Verb,33305,0.96
1168,conversation,Noun,33046,0.96
1169,examine,Verb,35826,0.89
1170,touch,Verb,34737,0.92
1171,please,Adverb,34709,0.92
1172,attend,Verb,33380,0.95
1173,completely,Adverb,32550,0.98
1174,vote,Verb,35224,0.9
1175,variety,Noun,34242,0.93
1176,sleep,Verb,34801,0.91
1177,turn,Noun,32944,0.96
1178,involved,Adjective,33428,0.95
1179,investigation,Noun,33849,0.94
1180,nuclear,Adjective,34264,0.92
1181,researcher,Noun,34742,0.91
1182,press,Noun,33410,0.94
1183,conflict,Noun,34710,0.91
1184,spirit,Noun,32942,0.96
1185,experience,Verb,34009,0.92
1186,replace,Verb,32688,0.96
1187,British,Adjective,32929,0.95
1188,encourage,Verb,33348,0.94
1189,argument,Noun,33394,0.94
1190,by,Adverb,32560,0.96
1191,once,Conjunction,32180,0.97
1192,camp,Noun,32659,0.95
1193,brain,Noun,32852,0.95
1194,feature,Noun,33344,0.93
1195,afternoon,Noun,33202,0.94
1196,AM,Adverb,34451,0.9
1197,weekend,Noun,33239,0.93
1198,dozen,Measure,32432,0.96
1199,possibility,Noun,32466,0.95
1200,along,Adverb,32475,0.95
1201,insurance,Noun,32928,0.94
1202,department,Noun,32252,0.96
1203,battle,Noun,31989,0.96
1204,beginning,Noun,31866,0.97
1205,date,Noun,31467,0.98
1206,generally,Adverb,33191,0.93
1207,African,Adjective,34557,0.89
1208,very,Adjective,31807,0.96
1209,sorry,Adjective,34270,0.89
1210,crisis,Noun,32924,0.93
1211,complete,Verb,32813,0.93
1212,fan,Noun,32919,0.93
1213,stick,Verb,32259,0.94
1214,define,Verb,33958,0.9
1215,easily,Adverb,31755,0.96
1216,through,Adverb,31838,0.96
1217,hole,Noun,32302,0.94
1218,element,Noun,33053,0.92
1219,vision,Noun,32358,0.94
1220,status,Noun,33511,0.91
1221,normal,Adjective,31265,0.97
1222,Chinese,Adjective,32334,0.94
1223,ship,Noun,32588,0.93
1224,solution,Noun,32052,0.94
1225,stone,Noun,32531,0.93
1226,slowly,Adverb,33403,0.9
1227,scale,Noun,34375,0.88
1228,bit,Adverb,32087,0.94
1229,university,Noun,33000,0.91
1230,introduce,Verb,31345,0.96
1231,driver,Noun,31633,0.95
1232,attempt,Noun,31944,0.94
1233,park,Noun,32322,0.93
1234,spot,Noun,31612,0.95
1235,lack,Noun,32157,0.93
1236,ice,Noun,31686,0.95
1237,boat,Noun,32079,0.93
1238,drink,Verb,32078,0.93
1239,sun,Noun,32646,0.92
1240,front,Adjective,32087,0.93
1241,distance,Noun,31380,0.95
1242,wood,Noun,31801,0.93
1243,handle,Verb,30634,0.97
1244,truck,Noun,31536,0.94
1245,return,Noun,31058,0.95
1246,mountain,Noun,31322,0.94
1247,survey,Noun,32784,0.9
1248,supposed,Adjective,31005,0.95
1249,tradition,Noun,32110,0.92
1250,winter,Noun,31227,0.95
1251,village,Noun,30741,0.96
1252,Soviet,Adjective,36193,0.82
1253,refuse,Verb,30173,0.98
1254,sales,Noun,32145,0.91
1255,roll,Verb,31592,0.93
1256,communication,Noun,31577,0.93
1257,run,Noun,31325,0.94
1258,screen,Noun,30758,0.95
1259,gain,Verb,30667,0.95
1260,resident,Noun,31836,0.92
1261,hide,Verb,31098,0.94
1262,gold,Noun,30733,0.95
1263,club,Noun,30800,0.95
1264,future,Adjective,31494,0.92
1265,farm,Noun,30291,0.96
1266,potential,Adjective,31289,0.93
1267,increase,Noun,31247,0.93
1268,middle,Noun,30199,0.96
1269,European,Adjective,31455,0.92
1270,presence,Noun,30624,0.95
1271,independent,Adjective,31044,0.93
1272,district,Noun,31327,0.92
1273,shape,Noun,30396,0.95
1274,reader,Noun,31442,0.92
1275,Ms,Noun,31610,0.91
1276,contract,Noun,30906,0.93
1277,crowd,Noun,30542,0.94
1278,Christian,Adjective,30726,0.94
1279,express,Verb,30947,0.93
1280,apartment,Noun,31012,0.93
1281,willing,Adjective,29635,0.97
1282,strength,Noun,29769,0.96
1283,previous,Adjective,30490,0.94
1284,band,Noun,29769,0.96
1285,obviously,Adverb,31299,0.91
1286,horse,Noun,30993,0.92
1287,interested,Adjective,29155,0.98
1288,target,Noun,29866,0.96
1289,prison,Noun,30248,0.94
1290,ride,Verb,30476,0.94
1291,guard,Noun,30159,0.94
1292,terms,Preposition,30996,0.92
1293,demand,Noun,30519,0.93
1294,reporter,Noun,30416,0.93
1295,deliver,Verb,29169,0.97
1296,text,Noun,32316,0.88
1297,share,Noun,30752,0.92
1298,tool,Noun,30286,0.93
1299,wild,Adjective,29473,0.96
1300,vehicle,Noun,29421,0.96
1301,observe,Verb,30737,0.92
1302,flight,Noun,29535,0.95
1303,inside,Adverb,30715,0.91
1304,facility,Noun,30107,0.93
1305,understanding,Noun,31319,0.89
1306,average,Adjective,29717,0.94
1307,emerge,Verb,29496,0.95
1308,advantage,Noun,29340,0.95
1309,quick,Adjective,29108,0.96
1310,light,Adjective,29731,0.94
1311,leadership,Noun,30047,0.93
1312,earn,Verb,29560,0.94
1313,pound,Noun,29946,0.93
1314,basis,Noun,30377,0.92
1315,bright,Adjective,29780,0.93
1316,operate,Verb,29345,0.95
1317,guest,Noun,29328,0.95
1318,sample,Noun,32436,0.86
1319,contribute,Verb,30090,0.92
1320,tiny,Adjective,29756,0.93
1321,block,Noun,28826,0.96
1322,protection,Noun,29336,0.94
1323,settle,Verb,28827,0.96
1324,feed,Verb,28494,0.97
1325,collect,Verb,28946,0.95
1326,additional,Adjective,29771,0.93
1327,while,Noun,29579,0.93
1328,highly,Adverb,29554,0.93
1329,identity,Noun,31163,0.88
1330,title,Noun,29210,0.94
1331,mostly,Adverb,28178,0.97
1332,lesson,Noun,28623,0.96
1333,faith,Noun,28710,0.95
1334,river,Noun,28862,0.95
1335,promote,Verb,29679,0.92
1336,living,Noun,28736,0.95
1337,present,Adjective,30645,0.89
1338,count,Verb,28836,0.95
1339,unless,Conjunction,27908,0.98
1340,marry,Verb,28722,0.95
1341,tomorrow,Adverb,30098,0.91
1342,technique,Noun,29828,0.91
1343,path,Noun,28344,0.96
1344,ear,Noun,29597,0.92
1345,shop,Noun,28589,0.95
1346,folk,Noun,28698,0.94
1347,order,Verb,27950,0.97
1348,principle,Noun,30011,0.9
1349,survive,Verb,27682,0.98
1350,lift,Verb,29354,0.92
1351,border,Noun,28636,0.94
1352,competition,Noun,28752,0.93
1353,jump,Verb,28504,0.94
1354,gather,Verb,27659,0.97
1355,limit,Verb,28901,0.93
1356,fit,Verb,27875,0.96
1357,claim,Noun,28609,0.94
1358,cry,Verb,29690,0.9
1359,equipment,Noun,28023,0.95
1360,worth,Preposition,27687,0.97
1361,associate,Verb,30406,0.88
1362,critic,Noun,28244,0.94
1363,warm,Adjective,28600,0.93
1364,aspect,Noun,29460,0.9
1365,result,Verb,29515,0.9
1366,insist,Verb,27205,0.97
1367,failure,Noun,28234,0.94
1368,annual,Adjective,28471,0.93
1369,French,Adjective,27590,0.96
1370,Christmas,Noun,28046,0.94
1371,comment,Noun,27712,0.95
1372,responsible,Adjective,27569,0.96
1373,affair,Noun,27432,0.96
1374,approach,Verb,27449,0.96
1375,until,Preposition,27007,0.97
1376,procedure,Noun,29044,0.9
1377,regular,Adjective,27244,0.96
1378,spread,Verb,27266,0.96
1379,chairman,Noun,28560,0.92
1380,baseball,Noun,28551,0.92
1381,soft,Adjective,27970,0.94
1382,ignore,Verb,27023,0.97
1383,egg,Noun,27917,0.94
1384,measure,Verb,28612,0.91
1385,belief,Noun,28844,0.91
1386,demonstrate,Verb,29170,0.9
1387,anybody,Pronoun,28704,0.91
1388,murder,Noun,28335,0.92
1389,gift,Noun,27050,0.96
1390,religion,Noun,28220,0.92
1391,review,Noun,28141,0.93
1392,editor,Noun,27734,0.94
1393,past,Preposition,28278,0.92
1394,engage,Verb,28194,0.92
1395,coffee,Noun,28331,0.92
1396,document,Noun,29437,0.88
1397,speed,Noun,27740,0.93
1398,cross,Verb,27524,0.94
1399,influence,Noun,28387,0.91
1400,anyway,Adverb,28170,0.92
1401,threaten,Verb,26587,0.97
1402,commit,Verb,26943,0.96
1403,female,Adjective,27952,0.92
1404,youth,Noun,27755,0.93
1405,wave,Noun,26844,0.96
1406,move,Noun,26717,0.96
1407,afraid,Adjective,27727,0.93
1408,quarter,Noun,27125,0.95
1409,background,Noun,26907,0.96
1410,native,Adjective,28026,0.92
1411,broad,Adjective,27191,0.94
1412,wonderful,Adjective,27494,0.93
1413,deny,Verb,26675,0.96
1414,apparently,Adverb,26513,0.97
1415,slightly,Adverb,26887,0.95
1416,reaction,Noun,26771,0.96
1417,twice,Adverb,26450,0.97
1418,suit,Noun,27066,0.95
1419,perspective,Noun,28324,0.9
1420,growing,Adjective,26858,0.95
1421,blow,Verb,27254,0.94
1422,construction,Noun,27114,0.94
1423,kind,Adverb,29474,0.86
1424,intelligence,Noun,27555,0.92
1425,destroy,Verb,26177,0.97
1426,cook,Verb,27725,0.91
1427,connection,Noun,26552,0.95
1428,charge,Verb,26432,0.96
1429,burn,Verb,26646,0.95
1430,shoe,Noun,26945,0.94
1431,view,Verb,27258,0.92
1432,grade,Noun,27178,0.92
1433,context,Noun,29113,0.86
1434,committee,Noun,26697,0.94
1435,hey,Exclamation,27659,0.91
1436,mistake,Noun,26080,0.96
1437,focus,Noun,26815,0.93
1438,smile,Noun,28698,0.87
1439,location,Noun,26463,0.94
1440,clothes,Noun,27033,0.92
1441,Indian,Adjective,27100,0.92
1442,quiet,Adjective,26732,0.93
1443,dress,Verb,26669,0.93
1444,promise,Verb,25720,0.97
1445,aware,Adjective,25503,0.97
1446,neighbor,Noun,25497,0.97
1447,complete,Adjective,25699,0.97
1448,drive,Noun,26373,0.94
1449,function,Noun,28011,0.88
1450,bone,Noun,26282,0.94
1451,active,Adjective,26507,0.93
1452,extend,Verb,25969,0.95
1453,chief,Adjective,26456,0.93
1454,average,Noun,26568,0.93
1455,combine,Verb,26570,0.93
1456,wine,Noun,26682,0.92
1457,below,Adverb,26765,0.92
1458,cool,Adjective,26279,0.94
1459,voter,Noun,27768,0.89
1460,mean,Noun,28991,0.85
1461,demand,Verb,25207,0.97
1462,learning,Noun,28869,0.85
1463,bus,Noun,25850,0.95
1464,hell,Noun,27278,0.9
1465,dangerous,Adjective,25170,0.97
1466,remind,Verb,25525,0.96
1467,moral,Adjective,26980,0.91
1468,United,Adjective,26396,0.93
1469,category,Noun,27219,0.9
1470,relatively,Adverb,26476,0.92
1471,victory,Noun,26422,0.92
1472,key,Noun,25436,0.96
1473,academic,Adjective,28216,0.86
1474,visit,Noun,25000,0.97
1475,Internet,Noun,26983,0.9
1476,healthy,Adjective,26009,0.94
1477,fire,Verb,25390,0.96
1478,negative,Adjective,26847,0.9
1479,following,Adjective,26643,0.91
1480,historical,Adjective,27266,0.89
1481,medicine,Noun,25511,0.95
1482,tour,Noun,25781,0.94
1483,depend,Verb,25405,0.95
1484,photo,Noun,25492,0.94
1485,finding,Noun,28246,0.85
1486,grab,Verb,26951,0.89
1487,direct,Adjective,26008,0.92
1488,classroom,Noun,27531,0.87
1489,contact,Noun,25218,0.95
1490,justice,Noun,25377,0.95
1491,participate,Verb,26500,0.91
1492,daily,Adjective,25179,0.95
1493,fair,Adjective,25064,0.96
1494,pair,Noun,25289,0.95
1495,famous,Adjective,24631,0.97
1496,exercise,Noun,25934,0.92
1497,knee,Noun,25912,0.92
1498,flower,Noun,25642,0.93
1499,tape,Noun,25730,0.93
1500,hire,Verb,25073,0.95
1501,familiar,Adjective,24515,0.97
1502,appropriate,Adjective,26237,0.91
1503,supply,Noun,24920,0.96
1504,fully,Adverb,24842,0.96
1505,cut,Noun,25327,0.94
1506,will,Noun,24351,0.98
1507,actor,Noun,24848,0.96
1508,birth,Noun,24515,0.97
1509,search,Noun,27087,0.87
1510,tie,Verb,24408,0.97
1511,democracy,Noun,26039,0.91
1512,eastern,Adjective,25103,0.94
1513,primary,Adjective,26043,0.9
1514,yesterday,Adverb,26215,0.9
1515,circle,Noun,24735,0.95
1516,device,Noun,24918,0.94
1517,progress,Noun,24645,0.95
1518,next,Preposition,25720,0.91
1519,front,Noun,24402,0.96
1520,bottom,Noun,24653,0.95
1521,island,Noun,24311,0.96
1522,exchange,Noun,24826,0.94
1523,clean,Adjective,24325,0.96
1524,studio,Noun,24765,0.94
1525,train,Verb,23990,0.97
1526,lady,Noun,25436,0.92
1527,colleague,Noun,24370,0.95
1528,application,Noun,25735,0.9
1529,neck,Noun,25716,0.9
1530,lean,Verb,26896,0.86
1531,damage,Noun,24155,0.96
1532,plastic,Noun,24563,0.94
1533,tall,Adjective,25304,0.92
1534,plate,Noun,24592,0.94
1535,hate,Verb,24921,0.93
1536,otherwise,Adverb,23793,0.97
1537,writing,Noun,24995,0.92
1538,press,Verb,24716,0.93
1539,male,Adjective,24873,0.93
1540,start,Noun,24071,0.96
1541,alive,Adjective,24184,0.95
1542,expression,Noun,24748,0.93
1543,football,Noun,25271,0.91
1544,intend,Verb,23554,0.97
1545,attack,Verb,23971,0.95
1546,chicken,Noun,24465,0.93
1547,army,Noun,23929,0.95
1548,abuse,Noun,24534,0.93
1549,theater,Noun,24447,0.93
1550,shut,Verb,24773,0.92
1551,map,Noun,23666,0.96
1552,extra,Adjective,24006,0.95
1553,session,Noun,24010,0.95
1554,danger,Noun,23244,0.97
1555,welcome,Verb,25241,0.9
1556,domestic,Adjective,24313,0.93
1557,lots,Pronoun,23750,0.95
1558,literature,Noun,26254,0.86
1559,rain,Noun,24134,0.93
1560,desire,Noun,23994,0.94
1561,assessment,Noun,26318,0.85
1562,injury,Noun,23935,0.94
1563,respect,Noun,23274,0.96
1564,northern,Adjective,23783,0.94
1565,nod,Verb,27283,0.82
1566,paint,Verb,24038,0.93
1567,fuel,Noun,23934,0.94
1568,leaf,Noun,24044,0.93
1569,direct,Verb,23298,0.96
1570,dry,Adjective,23809,0.94
1571,Russian,Adjective,23739,0.94
1572,instruction,Noun,25190,0.89
1573,fight,Noun,23211,0.96
1574,pool,Noun,23346,0.96
1575,climb,Verb,24367,0.92
1576,sweet,Adjective,23843,0.94
1577,lead,Noun,23301,0.96
1578,engine,Noun,23617,0.94
1579,fourth,Measure,23227,0.96
1580,salt,Noun,24711,0.9
1581,expand,Verb,23417,0.94
1582,importance,Noun,24946,0.89
1583,metal,Noun,23317,0.95
1584,fat,Noun,24844,0.89
1585,ticket,Noun,23902,0.92
1586,software,Noun,23954,0.92
1587,disappear,Verb,23389,0.94
1588,corporate,Adjective,23621,0.93
1589,strange,Adjective,23744,0.93
1590,lip,Noun,25250,0.87
1591,reading,Noun,23919,0.92
1592,urban,Adjective,23889,0.92
1593,mental,Adjective,23650,0.93
1594,increasingly,Adverb,23529,0.93
1595,lunch,Noun,23220,0.94
1596,educational,Adjective,25282,0.87
1597,somewhere,Adverb,23527,0.93
1598,farmer,Noun,23005,0.95
1599,above,Adverb,23866,0.92
1600,sugar,Noun,24310,0.9
1601,planet,Noun,23567,0.93
1602,favorite,Adjective,23159,0.94
1603,explore,Verb,23744,0.92
1604,obtain,Verb,24538,0.89
1605,enemy,Noun,22621,0.97
1606,greatest,Adjective,22673,0.96
1607,complex,Adjective,23751,0.92
1608,surround,Verb,22391,0.97
1609,athlete,Noun,23868,0.91
1610,invite,Verb,22158,0.98
1611,repeat,Verb,22622,0.96
1612,carefully,Adverb,22837,0.95
1613,soul,Noun,22713,0.96
1614,scientific,Adjective,23691,0.92
1615,impossible,Adjective,22233,0.98
1616,panel,Noun,22529,0.96
1617,meaning,Noun,24064,0.9
1618,mom,Noun,23450,0.92
1619,married,Adjective,22352,0.97
1620,alone,Adjective,23106,0.93
1621,instrument,Noun,23831,0.91
1622,predict,Verb,22942,0.94
1623,weather,Noun,22586,0.95
1624,presidential,Adjective,24057,0.89
1625,emotional,Adjective,22773,0.94
1626,commitment,Noun,23152,0.93
1627,Supreme,Adjective,23904,0.9
1628,bear,Verb,22190,0.97
1629,pocket,Noun,23580,0.91
1630,thin,Adjective,23194,0.92
1631,temperature,Noun,23111,0.93
1632,surprise,Noun,22275,0.96
1633,poll,Noun,24009,0.89
1634,proposal,Noun,22830,0.94
1635,consequence,Noun,23307,0.92
1636,half,Noun,22029,0.97
1637,breath,Noun,24668,0.87
1638,sight,Noun,22878,0.93
1639,cover,Noun,22301,0.96
1640,balance,Noun,22243,0.96
1641,adopt,Verb,22880,0.93
1642,minority,Noun,23167,0.92
1643,straight,Adverb,22929,0.93
1644,attempt,Verb,22758,0.93
1645,connect,Verb,22100,0.96
1646,works,Noun,22722,0.93
1647,teaching,Noun,24387,0.87
1648,belong,Verb,21856,0.97
1649,aid,Noun,22642,0.93
1650,advice,Noun,21970,0.96
1651,okay,Adverb,24243,0.87
1652,photograph,Noun,22016,0.96
1653,empty,Adjective,23365,0.9
1654,regional,Adjective,23182,0.91
1655,trail,Noun,23030,0.91
1656,novel,Noun,22392,0.94
1657,code,Noun,22015,0.95
1658,somehow,Adverb,22267,0.94
1659,organize,Verb,22389,0.94
1660,jury,Noun,24072,0.87
1661,breast,Noun,22362,0.94
1662,Iraqi,Adjective,25446,0.82
1663,human,Noun,22022,0.95
1664,acknowledge,Verb,21983,0.95
1665,theme,Noun,22494,0.93
1666,storm,Noun,22562,0.93
1667,union,Noun,22380,0.93
1668,record,Verb,21939,0.95
1669,desk,Noun,23455,0.89
1670,fear,Verb,21333,0.98
1671,thanks,Noun,23061,0.9
1672,fruit,Noun,22401,0.93
1673,under,Adverb,21521,0.97
1674,expensive,Adjective,21706,0.96
1675,yellow,Adjective,22452,0.93
1676,conclusion,Noun,23034,0.9
1677,prime,Adjective,22075,0.94
1678,shadow,Noun,22803,0.91
1679,struggle,Verb,21370,0.97
1680,conclude,Verb,22247,0.93
1681,analyst,Noun,22662,0.91
1682,dance,Noun,21799,0.95
1683,limit,Noun,21714,0.95
1684,like,Adjective,21723,0.95
1685,regulation,Noun,22479,0.92
